380,0.00280186,0.00007824,0.01322731
390,0.01704361,0.00049486,0.08038631
400,0.09698451,0.00269541,0.45972740
410,0.31056867,0.00856776,1.47749029
420,1.16402130,0.03307000,5.58168778
430,2.40044086,0.09156097,11.68702639
440,3.50592778,0.22113589,17.53529201
450,3.75520585,0.41281108,19.73266811
460,3.29771917,0.66180806,18.92506223
470,2.14075019,0.97343948,14.16381864
480,1.00103069,1.50899065,8.73105282
490,0.29306382,2.10679175,4.62455502
500,0.02763093,3.28812204,2.76876350
510,0.05398913,5.12217321,1.58465153
520,0.58146536,7.08207368,0.73573218
530,1.66821094,8.83253786,0.42156632
540,2.86035728,9.47167272,0.19072838
550,4.25670190,9.82952481,0.08077718
560,5.63227921,9.44651970,0.03434745
570,6.96053200,8.70875131,0.01822228
580,8.34471129,7.90061326,0.01494716
590,8.67680817,6.35650254,0.00932082
600,9.12038087,5.37927300,0.00710261
610,8.56856654,4.25919042,0.00278749
620,7.11945709,3.14914692,0.00145706
630,5.04911609,2.06959467,0.00031891
640,3.52276827,1.37014121,0.00015886
650,2.11225921,0.79393010,-0.00000304
660,1.22902240,0.45383832,0.00000080
670,0.65746340,0.24044932,-0.00000021
680,0.33131193,0.12030819,0.00000006
690,0.14179325,0.05122637,-0.00000001
700,0.07443019,0.02688029,0.00000000
710,0.03903267,0.01409377,0.00000000
720,0.01596217,0.00576419,0.00000000
730,0.00942211,0.00340226,0.00000000
740,0.00462884,0.00167149,0.00000000
750,0.00184687,0.00066690,0.00000000
760,0.00069173,0.00024978,0.00000000
770,0.00055950,0.00020204,0.00000000
780,0.00009819,0.00003546,0.00000000
