380,0.00045699,0.00001214,0.00215213
390,0.00396559,0.00011766,0.01873130
400,0.01701452,0.00046060,0.08057872
410,0.05724145,0.00162627,0.27255376
420,0.24583158,0.00679924,1.17738867
430,0.66030724,0.02523001,3.21462839
440,0.94175544,0.05942205,4.71044964
450,1.03889049,0.11344247,5.45332659
460,1.04310658,0.20551872,5.97026227
470,0.79049653,0.35290669,5.20940932
480,0.41633999,0.60828067,3.60213267
490,0.14820872,1.01241915,2.27749070
500,0.01567202,1.74891021,1.49336242
510,0.02833286,3.04657289,0.96304487
520,0.38750037,4.77801819,0.50483459
530,1.18749407,6.34522378,0.30498921
540,2.28823672,7.62485531,0.15649640
550,3.70229427,8.59410139,0.07128969
560,5.48438193,9.25512213,0.03424711
570,7.56227685,9.49606722,0.01992228
580,9.73871380,9.26513652,0.01758244
590,11.64439204,8.56708089,0.01261645
600,12.81124285,7.56297179,0.01000169
610,12.78158035,6.36538262,0.00420069
620,11.46104912,5.07604107,0.00236183
630,8.99034321,3.68896913,0.00058562
640,6.53689892,2.54282909,0.00029240
650,4.29576925,1.61568862,-0.00000216
660,2.58272012,0.95359147,0.00000057
670,1.40456725,0.51377626,-0.00000015
680,0.78054535,0.28347276,0.00000004
690,0.38774928,0.14010962,-0.00000001
700,0.20019968,0.07229877,0.00000000
710,0.10648008,0.03845032,0.00000000
720,0.05445935,0.01966628,0.00000000
730,0.02784181,0.01005398,0.00000000
740,0.01355930,0.00489646,0.00000000
750,0.00670636,0.00242175,0.00000000
760,0.00341695,0.00123391,0.00000000
770,0.00188893,0.00068212,0.00000000
780,0.00038704,0.00013977,0.00000000
